,Smiles,pIC50
9520,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9521,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9522,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9523,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9524,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9525,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9526,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9527,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9528,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9529,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9530,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9531,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9532,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9533,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9534,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9535,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9536,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9537,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9538,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9539,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9540,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9541,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9542,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9543,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC(C3)CC4)c2)cccc1,0
9544,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9545,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9546,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9547,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9548,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9549,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9550,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9551,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9552,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9553,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9554,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9555,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9556,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9557,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9558,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9559,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9560,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9561,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9562,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9563,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9564,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9565,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9566,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9567,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9568,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9569,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9570,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9571,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9572,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9573,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9574,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9575,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9576,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9577,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9578,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9579,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9580,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9581,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9582,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9583,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9584,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9585,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9586,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9587,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9588,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9589,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9590,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9591,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9592,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9593,O=C(N(C)c1sccn1)C[C@@H](NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,0
9594,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9595,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9596,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9597,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9598,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9599,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9600,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9601,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9602,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9603,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9604,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9605,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9606,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9607,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9608,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9609,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9610,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9611,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9612,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9613,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9614,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9615,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9616,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9617,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9618,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9619,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9620,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9621,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9622,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9623,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9624,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9625,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9626,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9627,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9628,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9629,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9630,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9631,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9632,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9633,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9634,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9635,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9636,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9637,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9638,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9639,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9640,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9641,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9642,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9643,O=C(NCCCN1CCS(=O)(=O)CC1)[C@@H](NC(=O)c1cc2nc(Cc3sccc3)n(C(CC)CC)c2cc1)CC(C)C,0
9644,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9645,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9646,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9647,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9648,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9649,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9650,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9651,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9652,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9653,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9654,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9655,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9656,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9657,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9658,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9659,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9660,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9661,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9662,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9663,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9664,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9665,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9666,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9667,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9668,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9669,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9670,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9671,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9672,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9673,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9674,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9675,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9676,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9677,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9678,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9679,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9680,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9681,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9682,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9683,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9684,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9685,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9686,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9687,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9688,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9689,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9690,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9691,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
9692,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN3C4CCC3CCC4)c2)cccc1,0
