,ID,Smiles,pIC50
577,577,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(CO)(C)C4)nc3)ccc2)cccc1-c1nc(OC)c(CN2CC(CO)(C)C2)nc1,10.221848
578,578,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC2CC(CO)C2)nc1,9.5686359
579,579,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC2CC(CO)C2)nc1,9.6989698
580,580,Clc1c(-c2c(Cl)c(-c3cc(C#N)c(CN4CC5(NC(=O)CC5)C4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.1649437
581,581,Clc1c(-c2c(Cl)c(-c3cc(C#N)c(CNC[C@H]4NC(=O)CC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.136677
582,582,Clc1c(-c2c(Cl)c(-c3cc(C#N)c(CN4CC(O)C4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4023046
583,583,Clc1c(-c2c(Cl)c(-c3cc(C#N)c(CN4CC(CO)(C)C4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.8996296
584,584,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCc4cc5c([nH]c(C)c5)cc4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,8.7833061
585,585,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(CO)(C)C4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.075721
586,586,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(CO)C4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.19382
587,587,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CCC(O)(C)CC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.7904854
588,588,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@](O)(C)CC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.8239088
589,589,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CCC(CO)CC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.8927898
590,590,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4=NC(=O)ON4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.7772837
591,591,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CCOCC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.9355421
592,592,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CCC(C(=O)N)CC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.7520266
593,593,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(O)C4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.91364
594,594,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4[C@H](O)COC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.728158
595,595,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@@H]4CC(=O)NC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6326437
596,596,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4CC(=O)NC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5816984
597,597,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC5(NC(=O)NC5)C4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.7077436
598,598,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@@H]4C(=O)NCC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4634418
599,599,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4COCC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6439743
600,600,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@@H]4COCC4)cc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6819363
601,601,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CC(O)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6536474
602,602,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(OC)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6798534
603,603,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(O)(C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6595554
604,604,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(CO)(C)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.9586077
605,605,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.9546766
606,606,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(F)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4814863
607,607,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4[C@@H](F)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.2572746
608,608,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6757174
609,609,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4[C@@H](C(F)F)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,8.9863205
610,610,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC(C(F)F)(C)C)nc1,8.821023
611,611,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNCC(F)F)nc1,9.2620125
612,612,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(OC(F)F)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.0515871
613,613,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.1174755
614,614,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4(COC)CCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.318759
615,615,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2[C@@H](C)CCC2)nc1,10.0
616,616,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4[C@H](O)[C@H]5[C@@H](C4)C5)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5528421
617,617,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(NC(=O)OC)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.9208183
618,618,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CN(C(=O)C)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNCC2CN(C(=O)C)C2)nc1,10.026872
619,619,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC5(CN(C(=O)C)C5)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC2CC3(CN(C(=O)C)C3)C2)nc1,9.6989698
620,620,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CN(C(=O)C)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.8446636
621,621,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC5(CN(C(=O)C)C5)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.8068752
622,622,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC5(CC(=O)NC5)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.8761482
623,623,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CN(C(=O)C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.8268137
624,624,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CCC(NC(=O)C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,10.19382
625,625,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CC(=O)NC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.7695513
626,626,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC5(NC(=O)CC5)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.6382723
627,627,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](NC(=O)C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.9172144
628,628,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4CC(=O)NC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.8996296
629,629,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@@H]4CC(=O)NC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.879426
630,630,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNCCc2[nH]ccn2)nc1,9.5528421
631,631,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC5(CC(=O)NC5)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.8416376
632,632,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CCC5(NC(=O)CC5)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.88941
633,633,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@@H](NC(=O)C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.9586077
634,634,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CN(C(=O)C)CCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,10.102373
635,635,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CCN(C(=O)C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.9469213
636,636,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC5(NC(=O)NC5)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.9829664
637,637,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC5(CN(C(=O)C)C5)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@@H]2NC(=O)CC2)nc1,9.6516953
638,638,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC5(CN(C(=O)C)C5)C4)nc3)ccc2)cccc1-c1nc(OC)c(CN2CC3(CN(C(=O)C)C3)C2)nc1,9.7569618
639,639,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4(C)NC(=O)OC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5228786
640,640,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNCCN2C(=O)NCC2)nc1,10.022276
641,641,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4Cc5[nH]ncc5CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.318759
642,642,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4(C#N)CCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.0757208
643,643,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNCCn2nc(C)cc2)nc1,9.5850267
644,644,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4[C@H](COC)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.9586077
645,645,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4[C@H]5[C@H](O)CC[C@H]5CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6777811
646,646,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(CC(=O)N)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.8538723
647,647,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4(S(=O)(=O)C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.8538723
648,648,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2[C@H](c3cnccc3)C2)nc1,9.7212467
649,649,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4C(CC#N)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4436979
650,650,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(COC)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6439743
651,651,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC([SH0](=O)C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5361071
652,652,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4[C@H](C)COCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.2335873
653,653,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4[C@H](CO)C[C@H](OC)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4056072
654,654,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(CCOC)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5406075
655,655,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4[C@H](CC)OCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.3242216
656,656,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CN(C(=O)C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.8664608
657,657,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CC(OC)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.7746906
658,658,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](O)[C@H](C)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6401644
659,659,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@]5(CO)[C@H](C4)CCC5)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4801722
660,660,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@@H](C)[C@H](O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.19382
661,661,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC5(C(=O)OCC5)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5058451
662,662,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(OCC)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.3458233
663,663,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC5(C4)COCC5)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.055517
664,664,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNCCC2CC(=O)NC2)nc1,9.9746943
665,665,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNCCC2OCCC2)nc1,10.19382
666,666,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC(CCO)C2CC2)nc1,10.19382
667,667,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC(COC)C2CC2)nc1,9.5272436
668,668,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(F)(CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CN2CC(F)(CO)C2)nc1,9.5228786
669,669,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(O)(CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CN2CC(O)(CO)C2)nc1,10.045757
670,670,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(O)(C)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC2CC(O)(C)C2)nc1,9.5686359
671,671,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CC(O)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNCC2CC(O)C2)nc1,9.8538723
672,672,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CC(O)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNCC2CC(O)C2)nc1,9.9586077
673,673,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)C(C)(C)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)C(C)(C)C2)nc1,10.09691
674,674,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)C(C)(C)C2)nc1,9.8239088
675,675,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)OC2)nc1,9.6777811
676,676,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC(CO)CCF)nc1,9.8860569
677,677,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC(CF)CO)nc1,9.7447271
678,678,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC(C(F)(F)F)COC)nc1,8.5734892
679,679,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](C)NCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.9208183
680,680,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@@H](C)NCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.154902
681,681,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(F)(CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.221848
682,682,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(O)(CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.045757
683,683,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@@H]4NCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.9586077
684,684,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CNC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.09691
685,685,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CCN(C=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.7958803
686,686,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CN[C@@H](C(C)C)CO)nc1,9.3705902
687,687,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC[C@H]4NC(=O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CN(CC(F)(F)F)CCO)nc1,9.1719847
688,688,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@@H](C5CC5)NCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5638371
689,689,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](F)[C@H](OC)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5301781
690,690,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(F)(CO)CCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.8927898
691,691,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4NC(=O)C(C)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.3325472
692,692,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](F)C[C@H](O)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.421361
693,693,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](F)C[C@@H](O)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.3904057
694,694,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](F)[C@@H](O)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6478176
695,695,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](O)[C@@H](C#N)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6143942
696,696,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(F)(F)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.2175274
697,697,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@@H]4[C@H](CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4534569
698,698,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CCN(C5CC5)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.6382723
699,699,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](F)CCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4225082
700,700,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(F)(F)CCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,8.7685308
701,701,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CC(C(F)F)CCC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,8.6151094
702,702,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC5C(C4)C5)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5767546
703,703,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(O)(C)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.9318142
704,704,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4CC(O)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,10.19382
705,705,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN[C@H]4[C@H](CO)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.5686359
706,706,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](F)[C@@H](O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.1857529
707,707,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@H](F)[C@H](O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.2692175
708,708,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@@H](F)[C@H](O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.4647055
709,709,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4C[C@@H](F)[C@@H](O)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.7447271
710,710,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNCC4NC(=O)OC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,8.9229956
711,711,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CN4CCC(F)(F)CC4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,8.8032713
712,712,Clc1c(-c2c(Cl)c(-c3nc(OC)c(CNC4CC(F)C4)nc3)ccc2)cccc1-c1nc(OC)c(CNC[C@H]2NC(=O)CC2)nc1,9.1481304
