,ID,Smiles,pIC50
1178,1178,Clc1c(-c2nc(OC)c([C@@H](NC[C@H]3NC(=O)CC3)C)nc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1179,1179,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@]5(C(=O)O)[C@H](C4)CCC5)c(OC)n3)CC2)ccc1,10.19382
1180,1180,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@]5(C(=O)O)[C@H](C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1181,1181,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H]5C(C(=O)OC)[C@H]5C4)c(OC)n3)CC2)ccc1,10.167491
1182,1182,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@]5(C(=O)O)[C@H](C4)C5)c(OC)n3)CC2)ccc1,10.19382
1183,1183,Clc1c(-c2ncc(CNC[C@H]3NC(=O)CC3)nc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(C(=O)O)C4)c(OC)n3)CC2)ccc1,10.19382
1184,1184,Clc1c(-c2ncc(CNC[C@H]3NC(=O)CC3)nc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1185,1185,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C5C(C(=O)O)CC(C4)CC5)c(OC)n3)CC2)ccc1,9.9546766
1186,1186,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC5(C(=O)O)C(C4)C5)c(OC)n3)CC2)ccc1,10.065501
1187,1187,Clc1c(-c2nc(OC)c(CN3CC(O)(C)C3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(C(=O)O)C4)c(OC)n3)CC2)ccc1,10.19382
1188,1188,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(C(=O)NC)C4)c(OC)n3)CC2)ccc1,9.696804
1189,1189,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(O)(C)C4)c(OC)n3)CC2)ccc1,9.8356476
1190,1190,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2SC[C@H](Oc3c(Cl)cc(CNC[C@H]4NC(=O)CC4)c(OC)n3)c2ccc1,9.630784
1191,1191,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(O)C4)c(OC)n3)CC2)ccc1,9.5114489
1192,1192,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(C(=O)OCC)C4)c(OC)n3)CC2)ccc1,8.7018023
1193,1193,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)O)[C@@H](C)C4)c(OC)n3)CC2)ccc1,10.19382
1194,1194,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@@H](C(=O)O)[C@H](C)C4)c(OC)n3)CC2)ccc1,10.19382
1195,1195,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)OC)CC4)c(OC)n3)CC2)ccc1,8.4090471
1196,1196,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)NS(=O)(=O)C)CCC4)c(OC)n3)CC2)ccc1,10.167491
1197,1197,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(C(=O)NS(=O)(=O)C(F)F)C4)c(OC)n3)CC2)ccc1,9.7011471
1198,1198,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)NS(=O)(=O)C(F)F)CC4)c(OC)n3)CC2)ccc1,9.8181562
1199,1199,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)NS(=O)(=O)CC)CC4)c(OC)n3)CC2)ccc1,9.9318142
1200,1200,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)NS(=O)(=O)C)CC4)c(OC)n3)CC2)ccc1,10.19382
1201,1201,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1202,1202,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CCC(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1203,1203,Clc1c(-c2c3c([C@@H](Oc4c(Cl)cc(CNC5(C(=O)O)CC5)c(OC)n4)CC3)ccc2)cccc1-c1cc(Cl)c(CNC[C@H]2NC(=O)CC2)cc1,10.19382
1204,1204,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CN5[C@]6(C(=O)O)[C@@H](C6)CC5)c(OC)n4)CC3)ccc2)cccc1-c1cc(OC)c(CNC[C@H]2NC(=O)CC2)cc1,10.19382
1205,1205,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CN5[C@@](C(=O)O)(C)CCC5)c(OC)n4)CC3)ccc2)cccc1-c1cc(OC)c(CNC[C@H]2NC(=O)CC2)cc1,10.19382
1206,1206,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(C(C)N4CC(C(=O)O)C4)c(OC)n3)CC2)ccc1,10.19382
1207,1207,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(C(NCCC(=O)O)C)c(OC)n3)CC2)ccc1,10.19382
1208,1208,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CNC(C(=O)O)(C)C)c(OC)n4)CC3)ccc2)cccc1-c1cc(OC)c(CNC[C@H]2NC(=O)CC2)cc1,10.19382
1209,1209,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CNC5(C(=O)O)CC5)c(OC)n4)CC3)ccc2)cccc1-c1cc(OC)c(CNC[C@H]2NC(=O)CC2)cc1,10.19382
1210,1210,Clc1c(-c2nc(OC)c(CN3CC4(C(C(=O)O)C3)CC4)c(C)c2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CNC[C@H]4NC(=O)CC4)c(OC)n3)CC2)ccc1,10.19382
1211,1211,Clc1c(-c2nc(OC)c(CN3C[C@H]4C(C(=O)O)[C@H]4C3)c(C)c2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CNC[C@H]4NC(=O)CC4)c(OC)n3)CC2)ccc1,10.075721
1212,1212,Clc1c(-c2nc(OCC#N)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CNC4(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1213,1213,Clc1c(-c2nc(OCC#N)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C5CCC(C(=O)O)(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1214,1214,Clc1c(-c2nc(OCC#N)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C[C@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1215,1215,Clc1c(-c2c3c([C@@H](Oc4c(Cl)cc(CNC5(C(=O)O)CC5)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1216,1216,Clc1c(-c2c3c([C@@H](Oc4c(Cl)cc(CN5C6CCC(C(=O)O)(C5)CC6)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1217,1217,Clc1c(-c2c3c([C@@H](Oc4c(Cl)cc(CN5CC(C(=O)O)C5)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1218,1218,Clc1c(-c2c3c([C@@H](Oc4c(Cl)cc(CN5C[C@H](C(=O)O)CC5)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1219,1219,Clc1c(-c2nc(OC)c(CN3C[C@]4(C(=O)O)[C@H](C3)C4)c(C)c2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CNC[C@H]4NC(=O)CC4)c(OC)n3)CC2)ccc1,9.5751181
1220,1220,Clc1c(-c2nc(OC)c(CN3C[C@H](C(=O)O)CC3)c(C)c2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CNC[C@H]4NC(=O)CC4)c(OC)n3)CC2)ccc1,10.19382
1221,1221,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C5(C(=O)O)CCC(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1222,1222,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4[C@@](C(=O)O)(C)CCCC4)c(OC)n3)CC2)ccc1,10.19382
1223,1223,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4[C@H](C(=O)O)C[C@@H]5[C@H]4C5)c(OC)n3)CC2)ccc1,10.19382
1224,1224,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4[C@H](C(=O)O)C[C@H]5[C@@H]4C5)c(OC)n3)CC2)ccc1,10.19382
1225,1225,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4[C@H](C(=O)O)[C@@H]5[C@H](C4)C5)c(OC)n3)CC2)ccc1,10.19382
1226,1226,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CNC4(C(=O)O)C5CC(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1227,1227,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CN5C6CCC(C(=O)O)(C5)CC6)c(OC)n4)CC3)ccc2)cccc1-c1cc(OC)c(CNC[C@H]2NC(=O)CC2)cc1,10.19382
1228,1228,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CN5CC(C(=O)O)(C)C5)c(OC)n4)CC3)ccc2)cccc1-c1cc(OC)c(CNC[C@H]2NC(=O)CC2)cc1,10.19382
1229,1229,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)c(F)c2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(C(=O)O)C4)c(OC)n3)CC2)ccc1,10.19382
1230,1230,Clc1c(-c2c(F)c(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1231,1231,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4[C@H](C(=O)O)CC5(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1232,1232,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C5(C(=O)O)CC(C4)C5)c(OC)n3)CC2)ccc1,10.19382
1233,1233,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)nc4c(CN5CC6(C5)CC(=O)NC6)nn(C)c4n3)CC2)ccc1,9.3872166
1234,1234,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)nc4c(CNC[C@H]5NC(=O)CC5)nn(C)c4n3)CC2)ccc1,9.4546928
1235,1235,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C)nc(CN4CC(C(=O)O)C4)c(OC)n3)CC2)ccc1,10.19382
1236,1236,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C)nc(CN4C5CCC(C(=O)O)(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1237,1237,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C)nc(CN4C[C@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1238,1238,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C)nc(CNC[C@H]4NC(=O)CC4)c(OC)n3)CC2)ccc1,10.142668
1239,1239,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)nc(CN4CC(C(=O)O)C4)c(OC)n3)CC2)ccc1,10.19382
1240,1240,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)nc(CN4C5CCC(C(=O)O)(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1241,1241,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)nc(CN4C[C@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1242,1242,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)nc(CNC[C@H]4NC(=O)CC4)c(OC)n3)CC2)ccc1,9.6575775
1243,1243,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3nc(OC)c(CN4C[C@H](C(=O)O)CC4)nc3)CC2)ccc1,10.119186
1244,1244,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3nc(OC)c(CN4C[C@H](C(=O)OC)CC4)nc3)CC2)ccc1,9.7099657
1245,1245,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CCC(C(=O)N=S(=O)(N)C)CC4)c(OC)n3)CC2)ccc1,10.19382
1246,1246,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(C(=O)N=S(=O)(NC(=O)C)C)C4)c(OC)n3)CC2)ccc1,10.19382
1247,1247,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)N=S(=O)(N(CC(F)(F)F)CC(F)(F)F)C)CC4)c(OC)n3)CC2)ccc1,9.2676058
1248,1248,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)N=S(=O)(NCC(F)(F)F)C)CC4)c(OC)n3)CC2)ccc1,10.136677
1249,1249,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)N=S(=O)(NC(=O)C(F)(F)F)C)CC4)c(OC)n3)CC2)ccc1,10.086186
1250,1250,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)N=S(=O)(NC(=O)C)C)CC4)c(OC)n3)CC2)ccc1,10.19382
1251,1251,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)N=S(=O)(N)C)CC4)c(OC)n3)CC2)ccc1,9.5686359
1252,1252,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C[C@@H](C(=O)O)CC4)c(OC)c3)CC2)ccc1,10.19382
1253,1253,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C5CCC(C(=O)O)(C4)CC5)c(OC)c3)CC2)ccc1,10.19382
1254,1254,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@@H](C(=O)O)CC4)c(OC)c3)CC2)ccc1,10.19382
1255,1255,Clc1c(-c2nc(OC)c(CN3CC4(CN(C(=O)C)C4)C3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CNC4(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1256,1256,Clc1c(-c2nc(OC)c(CN3CC4(C3)CC(=O)NC4)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CNC4(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1257,1257,Clc1c(-c2nc(OC)c(CN3CC4(NC(=O)CC4)C3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CNC4(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1258,1258,Clc1c(-c2nc(OC)c(CN3CC(O)(C)C3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CNC4(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1259,1259,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4[C@]5(C(=O)O)[C@@H](C5)CC4)c(OC)n3)CC2)ccc1,10.19382
1260,1260,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN(CC(=O)O)C)c(OC)n3)CC2)ccc1,10.19382
1261,1261,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C5C(C(=O)O)C(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1262,1262,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4[C@H](C(=O)O)[C@H](C)C4)c(OC)n3)CC2)ccc1,10.19382
1263,1263,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CC(C(=O)O)CCCC4)c(OC)n3)CC2)ccc1,10.19382
1264,1264,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CCC(C(=O)O)CCC4)c(OC)n3)CC2)ccc1,10.19382
1265,1265,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4CCC(C(=O)O)(C)CC4)c(OC)n3)CC2)ccc1,10.19382
1266,1266,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CN(CC(=O)O)CC)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1267,1267,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4[C@@]5(C(=O)O)[C@@H](C)[C@H](C4)C5)c(OC)n3)CC2)ccc1,10.19382
1268,1268,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C5(C(=O)O)CC(C4)CCC5)c(OC)n3)CC2)ccc1,10.19382
1269,1269,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4[C@H](C(=O)O)[C@H]5C(C)(C)[C@H]5C4)c(OC)n3)CC2)ccc1,10.19382
1270,1270,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4[C@H](C(=O)O)C(C)(C)CC4)c(OC)n3)CC2)ccc1,10.19382
1271,1271,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C5C(C(=O)O)CC(C4)C5)c(OC)n3)CC2)ccc1,10.19382
1272,1272,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4[C@H](C(=O)O)C[C@@H](C)C4)c(OC)n3)CC2)ccc1,10.19382
1273,1273,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C(CC)C(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1274,1274,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CN(CC(=O)O)C)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1275,1275,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)c(F)c2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C[C@@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1276,1276,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)c(F)c2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CNC4(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1277,1277,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)c(F)c2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C5CCC(C(=O)O)(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1278,1278,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)c(F)c2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C[C@H](C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
1279,1279,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CNC(CC(=O)O)(C)C)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1280,1280,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CNC5(C(=O)O)CC5)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1281,1281,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CN5C6CCC(C(=O)O)(C5)CC6)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1282,1282,Clc1c(-c2c3c([C@@H](Oc4c(C(F)(F)F)cc(CN5C[C@H](C(=O)O)CC5)c(OC)n4)CC3)ccc2)cccc1-c1cc(F)c(CNC[C@H]2NC(=O)CC2)c(OC)c1,10.19382
1283,1283,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CNC(CC(=O)O)(C)C)c(OC)n3)CC2)ccc1,10.19382
1284,1284,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CNC(CC(=O)O)(C)C)c(OC)n3)CC2)ccc1,10.19382
1285,1285,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C[C@@]5(C(=O)O)[C@@H](C4)C5)c(OC)n3)CC2)ccc1,10.19382
1286,1286,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C[C@]5(C(=O)O)[C@H](C4)C5)c(OC)n3)CC2)ccc1,10.19382
1287,1287,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CN4C[C@H](C(=O)O)CC4)c(OC4CC4)n3)CC2)ccc1,10.19382
1288,1288,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c2c([C@@H](Oc3c(Cl)cc(CNC4(C(=O)O)CC4)c(OC4CC4)n3)CC2)ccc1,10.19382
1289,1289,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)C(O)C3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C[C@@](C(=O)O)(C)CC4)c(OC)n3)CC2)ccc1,10.19382
1290,1290,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)C(O)C3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CN4C5CCC(C(=O)O)(C4)CC5)c(OC)n3)CC2)ccc1,10.19382
1291,1291,Clc1c(-c2nc(OC)c(CNC[C@H]3NC(=O)C(O)C3)cc2)cccc1-c1c2c([C@@H](Oc3c(C(F)(F)F)cc(CNC4(C(=O)O)CC4)c(OC)n3)CC2)ccc1,10.19382
